,title,authors
83,How You Feelin'? Learning Emotions and Mental States in Movie Scenes,"Dhruv Srivastava, Aditya Kumar Singh, Makarand Tapaswi"
84,Dynamic Inference With Grounding Based Vision and Language Models,"Burak Uzkent, Amanmeet Garg, Wentao Zhu, Keval Doshi, Jingru Yi, Xiaolong Wang, Mohamed Omar"
85,Connecting Vision and Language With Video Localized Narratives,"Paul Voigtlaender, Soravit Changpinyo, Jordi Pont-Tuset, Radu Soricut, Vittorio Ferrari"
86,Diverse Embedding Expansion Network and Low-Light Cross-Modality Benchmark for Visible-Infrared Person Re-Identification,"Yukang Zhang, Hanzi Wang"
87,Visual-Language Prompt Tuning With Knowledge-Guided Context Optimization,"Hantao Yao, Rui Zhang, Changsheng Xu"
88,Weakly Supervised Video Representation Learning With Unaligned Text for Sequential Videos,"Sixun Dong, Huazhang Hu, Dongze Lian, Weixin Luo, Yicheng Qian, Shenghua Gao"
89,Bootstrap Your Own Prior: Towards Distribution-Agnostic Novel Class Discovery,"Muli Yang, Liancheng Wang, Cheng Deng, Hanwang Zhang"
90,Learning To Generate Image Embeddings With User-Level Differential Privacy,"Zheng Xu, Maxwell Collins, Yuxiao Wang, Liviu Panait, Sewoong Oh, Sean Augenstein, Ting Liu, Florian Schroff, H. Brendan McMahan"
91,Open-Vocabulary Panoptic Segmentation With Text-to-Image Diffusion Models,"Jiarui Xu, Sifei Liu, Arash Vahdat, Wonmin Byeon, Xiaolong Wang, Shalini De Mello"
92,Learning Open-Vocabulary Semantic Segmentation Models From Natural Language Supervision,"Jilan Xu, Junlin Hou, Yuejie Zhang, Rui Feng, Yi Wang, Yu Qiao, Weidi Xie"
93,OcTr: Octree-Based Transformer for 3D Object Detection,"Chao Zhou, Yanan Zhang, Jiaxin Chen, Di Huang"
94,Learning Distortion Invariant Representation for Image Restoration From a Causality Perspective,"Xin Li, Bingchen Li, Xin Jin, Cuiling Lan, Zhibo Chen"
95,MOT: Masked Optimal Transport for Partial Domain Adaptation,"You-Wei Luo, Chuan-Xian Ren"
96,UDE: A Unified Driving Engine for Human Motion Generation,"Zixiang Zhou, Baoyuan Wang"
97,Extracting Class Activation Maps From Non-Discriminative Features As Well,"Zhaozheng Chen, Qianru Sun"
98,BlendFields: Few-Shot Example-Driven Facial Modeling,"Kacper Kania, Stephan J. Garbin, Andrea Tagliasacchi, Virginia Estellers, Kwang Moo Yi, Julien Valentin, Tomasz Trzciński, Marek Kowalski"
99,NeFII: Inverse Rendering for Reflectance Decomposition With Near-Field Indirect Illumination,"Haoqian Wu, Zhipeng Hu, Lincheng Li, Yongqiang Zhang, Changjie Fan, Xin Yu"
100,Towards Professional Level Crowd Annotation of Expert Domain Data,"Pei Wang, Nuno Vasconcelos"
101,Deep Stereo Video Inpainting,"Zhiliang Wu, Changchang Sun, Hanyu Xuan, Yan Yan"
102,IFSeg: Image-Free Semantic Segmentation via Vision-Language Model,"Sukmin Yun, Seong Hyeon Park, Paul Hongsuck Seo, Jinwoo Shin"
103,Is BERT Blind? Exploring the Effect of Vision-and-Language Pretraining on Visual Language Understanding,"Morris Alper, Michael Fiman, Hadar Averbuch-Elor"
104,3D GAN Inversion With Facial Symmetry Prior,"Fei Yin, Yong Zhang, Xuan Wang, Tengfei Wang, Xiaoyu Li, Yuan Gong, Yanbo Fan, Xiaodong Cun, Ying Shan, Cengiz Oztireli, Yujiu Yang"
105,"SDFusion: Multimodal 3D Shape Completion, Reconstruction, and Generation","Yen-Chi Cheng, Hsin-Ying Lee, Sergey Tulyakov, Alexander G. Schwing, Liang-Yan Gui"
106,SMAE: Few-Shot Learning for HDR Deghosting With Saturation-Aware Masked Autoencoders,"Qingsen Yan, Song Zhang, Weiye Chen, Hao Tang, Yu Zhu, Jinqiu Sun, Luc Van Gool, Yanning Zhang"
107,Learning To Render Novel Views From Wide-Baseline Stereo Pairs,"Yilun Du, Cameron Smith, Ayush Tewari, Vincent Sitzmann"
108,TryOnDiffusion: A Tale of Two UNets,"Luyang Zhu, Dawei Yang, Tyler Zhu, Fitsum Reda, William Chan, Chitwan Saharia, Mohammad Norouzi, Ira Kemelmacher-Shlizerman"
109,Automatic High Resolution Wire Segmentation and Removal,"Mang Tik Chiu, Xuaner Zhang, Zijun Wei, Yuqian Zhou, Eli Shechtman, Connelly Barnes, Zhe Lin, Florian Kainz, Sohrab Amirghodsi, Humphrey Shi"
110,The Resource Problem of Using Linear Layer Leakage Attack in Federated Learning,"Joshua C. Zhao, Ahmed Roushdy Elkordy, Atul Sharma, Yahya H. Ezzeldin, Salman Avestimehr, Saurabh Bagchi"
111,Seeing a Rose in Five Thousand Ways,"Yunzhi Zhang, Shangzhe Wu, Noah Snavely, Jiajun Wu"
112,Neural Residual Radiance Fields for Streamably Free-Viewpoint Videos,"Liao Wang, Qiang Hu, Qihan He, Ziyu Wang, Jingyi Yu, Tinne Tuytelaars, Lan Xu, Minye Wu"
113,ACSeg: Adaptive Conceptualization for Unsupervised Semantic Segmentation,"Kehan Li, Zhennan Wang, Zesen Cheng, Runyi Yu, Yian Zhao, Guoli Song, Chang Liu, Li Yuan, Jie Chen"
114,Reproducible Scaling Laws for Contrastive Language-Image Learning,"Mehdi Cherti, Romain Beaumont, Ross Wightman, Mitchell Wortsman, Gabriel Ilharco, Cade Gordon, Christoph Schuhmann, Ludwig Schmidt, Jenia Jitsev"
115,PromptCAL: Contrastive Affinity Learning via Auxiliary Prompts for Generalized Novel Category Discovery,"Sheng Zhang, Salman Khan, Zhiqiang Shen, Muzammal Naseer, Guangyi Chen, Fahad Shahbaz Khan"
116,A Unified Spatial-Angular Structured Light for Single-View Acquisition of Shape and Reflectance,"Xianmin Xu, Yuxin Lin, Haoyang Zhou, Chong Zeng, Yaxin Yu, Kun Zhou, Hongzhi Wu"
117,On the Difficulty of Unpaired Infrared-to-Visible Video Translation: Fine-Grained Content-Rich Patches Transfer,"Zhenjie Yu, Shuang Li, Yirui Shen, Chi Harold Liu, Shuigen Wang"
118,CLIP the Gap: A Single Domain Generalization Approach for Object Detection,"Vidit Vidit, Martin Engilberge, Mathieu Salzmann"
119,On the Importance of Accurate Geometry Data for Dense 3D Vision Tasks,"HyunJun Jung, Patrick Ruhkamp, Guangyao Zhai, Nikolas Brasch, Yitong Li, Yannick Verdie, Jifei Song, Yiren Zhou, Anil Armagan, Slobodan Ilic, Aleš Leonardis, Nassir Navab, Benjamin Busam"
120,Understanding Masked Autoencoders via Hierarchical Latent Variable Models,"Lingjing Kong, Martin Q. Ma, Guangyi Chen, Eric P. Xing, Yuejie Chi, Louis-Philippe Morency, Kun Zhang"
121,Unbalanced Optimal Transport: A Unified Framework for Object Detection,"Henri De Plaen, Pierre-François De Plaen, Johan A. K. Suykens, Marc Proesmans, Tinne Tuytelaars, Luc Van Gool"
122,"Photo Pre-Training, but for Sketch","Ke Li, Kaiyue Pang, Yi-Zhe Song"
123,NeuralPCI: Spatio-Temporal Neural Field for 3D Point Cloud Multi-Frame Non-Linear Interpolation,"Zehan Zheng, Danni Wu, Ruisi Lu, Fan Lu, Guang Chen, Changjun Jiang"
124,Bidirectional Cross-Modal Knowledge Exploration for Video Recognition With Pre-Trained Vision-Language Models,"Wenhao Wu, Xiaohan Wang, Haipeng Luo, Jingdong Wang, Yi Yang, Wanli Ouyang"
125,Adaptive Plasticity Improvement for Continual Learning,"Yan-Shuo Liang, Wu-Jun Li"
126,Semantic Scene Completion With Cleaner Self,"Fengyun Wang, Dong Zhang, Hanwang Zhang, Jinhui Tang, Qianru Sun"
127,Deep Factorized Metric Learning,"Chengkun Wang, Wenzhao Zheng, Junlong Li, Jie Zhou, Jiwen Lu"
128,High-Fidelity 3D Face Generation From Natural Language Descriptions,"Menghua Wu, Hao Zhu, Linjia Huang, Yiyu Zhuang, Yuanxun Lu, Xun Cao"
129,Dual-Path Adaptation From Image to Video Transformers,"Jungin Park, Jiyoung Lee, Kwanghoon Sohn"
130,Towards Better Decision Forests: Forest Alternating Optimization,"Miguel Á. Carreira-Perpiñán, Magzhan Gabidolla, Arman Zharmagambetov"
131,Dynamic Graph Enhanced Contrastive Learning for Chest X-Ray Report Generation,"Mingjie Li, Bingqian Lin, Zicong Chen, Haokun Lin, Xiaodan Liang, Xiaojun Chang"
132,FrustumFormer: Adaptive Instance-Aware Resampling for Multi-View 3D Detection,"Yuqi Wang, Yuntao Chen, Zhaoxiang Zhang"
133,Class-Conditional Sharpness-Aware Minimization for Deep Long-Tailed Recognition,"Zhipeng Zhou, Lanqing Li, Peilin Zhao, Pheng-Ann Heng, Wei Gong"
134,Efficient On-Device Training via Gradient Filtering,"Yuedong Yang, Guihong Li, Radu Marculescu"
135,3D Human Mesh Estimation From Virtual Markers,"Xiaoxuan Ma, Jiajun Su, Chunyu Wang, Wentao Zhu, Yizhou Wang"
136,CUDA: Convolution-Based Unlearnable Datasets,"Vinu Sankar Sadasivan, Mahdi Soltanolkotabi, Soheil Feizi"
137,MIANet: Aggregating Unbiased Instance and General Information for Few-Shot Semantic Segmentation,"Yong Yang, Qiong Chen, Yuan Feng, Tianlin Huang"
138,Starting From Non-Parametric Networks for 3D Point Cloud Analysis,"Renrui Zhang, Liuhui Wang, Yali Wang, Peng Gao, Hongsheng Li, Jianbo Shi"
139,Light Source Separation and Intrinsic Image Decomposition Under AC Illumination,"Yusaku Yoshida, Ryo Kawahara, Takahiro Okabe"
140,CFA: Class-Wise Calibrated Fair Adversarial Training,"Zeming Wei, Yifei Wang, Yiwen Guo, Yisen Wang"
141,3D Human Pose Estimation With Spatio-Temporal Criss-Cross Attention,"Zhenhua Tang, Zhaofan Qiu, Yanbin Hao, Richang Hong, Ting Yao"
142,Plateau-Reduced Differentiable Path Tracing,"Michael Fischer, Tobias Ritschel"
143,Glocal Energy-Based Learning for Few-Shot Open-Set Recognition,"Haoyu Wang, Guansong Pang, Peng Wang, Lei Zhang, Wei Wei, Yanning Zhang"
144,Revisiting Temporal Modeling for CLIP-Based Image-to-Video Knowledge Transferring,"Ruyang Liu, Jingjia Huang, Ge Li, Jiashi Feng, Xinglong Wu, Thomas H. Li"
145,EFEM: Equivariant Neural Field Expectation Maximization for 3D Object Segmentation Without Scene Supervision,"Jiahui Lei, Congyue Deng, Karl Schmeckpeper, Leonidas Guibas, Kostas Daniilidis"
146,ECON: Explicit Clothed Humans Optimized via Normal Integration,"Yuliang Xiu, Jinlong Yang, Xu Cao, Dimitrios Tzionas, Michael J. Black"
147,F2-NeRF: Fast Neural Radiance Field Training With Free Camera Trajectories,"Peng Wang, Yuan Liu, Zhaoxi Chen, Lingjie Liu, Ziwei Liu, Taku Komura, Christian Theobalt, Wenping Wang"
148,Learning To Detect and Segment for Open Vocabulary Object Detection,Tao Wang
149,Disentangling Writer and Character Styles for Handwriting Generation,"Gang Dai, Yifan Zhang, Qingfeng Wang, Qing Du, Zhuliang Yu, Zhuoman Liu, Shuangping Huang"
150,StyleSync: High-Fidelity Generalized and Personalized Lip Sync in Style-Based Generator,"Jiazhi Guan, Zhanwang Zhang, Hang Zhou, Tianshu Hu, Kaisiyuan Wang, Dongliang He, Haocheng Feng, Jingtuo Liu, Errui Ding, Ziwei Liu, Jingdong Wang"
151,Coreset Sampling From Open-Set for Fine-Grained Self-Supervised Learning,"Sungnyun Kim, Sangmin Bae, Se-Young Yun"
152,Generative Semantic Segmentation,"Jiaqi Chen, Jiachen Lu, Xiatian Zhu, Li Zhang"
153,Instant-NVR: Instant Neural Volumetric Rendering for Human-Object Interactions From Monocular RGBD Stream,"Yuheng Jiang, Kaixin Yao, Zhuo Su, Zhehao Shen, Haimin Luo, Lan Xu"
154,Aligning Step-by-Step Instructional Diagrams to Video Demonstrations,"Jiahao Zhang, Anoop Cherian, Yanbin Liu, Yizhak Ben-Shabat, Cristian Rodriguez, Stephen Gould"
155,High-Fidelity and Freely Controllable Talking Head Video Generation,"Yue Gao, Yuan Zhou, Jinglu Wang, Xiao Li, Xiang Ming, Yan Lu"
156,Q-DETR: An Efficient Low-Bit Quantized Detection Transformer,"Sheng Xu, Yanjing Li, Mingbao Lin, Peng Gao, Guodong Guo, Jinhu Lü, Baochang Zhang"
157,Burstormer: Burst Image Restoration and Enhancement Transformer,"Akshay Dudhane, Syed Waqas Zamir, Salman Khan, Fahad Shahbaz Khan, Ming-Hsuan Yang"
158,Progressive Transformation Learning for Leveraging Virtual Images in Training,"Yi-Ting Shen, Hyungtae Lee, Heesung Kwon, Shuvra S. Bhattacharyya"
159,Co-Speech Gesture Synthesis by Reinforcement Learning With Contrastive Pre-Trained Rewards,"Mingyang Sun, Mengchen Zhao, Yaqing Hou, Minglei Li, Huang Xu, Songcen Xu, Jianye Hao"
160,SDC-UDA: Volumetric Unsupervised Domain Adaptation Framework for Slice-Direction Continuous Cross-Modality Medical Image Segmentation,"Hyungseob Shin, Hyeongyu Kim, Sewon Kim, Yohan Jun, Taejoon Eo, Dosik Hwang"
161,Divide and Conquer: Answering Questions With Object Factorization and Compositional Reasoning,"Shi Chen, Qi Zhao"
162,Jedi: Entropy-Based Localization and Removal of Adversarial Patches,"Bilel Tarchoun, Anouar Ben Khalifa, Mohamed Ali Mahjoub, Nael Abu-Ghazaleh, Ihsen Alouani"
163,Localized Semantic Feature Mixers for Efficient Pedestrian Detection in Autonomous Driving,"Abdul Hannan Khan, Mohammed Shariq Nawaz, Andreas Dengel"
164,VDN-NeRF: Resolving Shape-Radiance Ambiguity via View-Dependence Normalization,"Bingfan Zhu, Yanchao Yang, Xulong Wang, Youyi Zheng, Leonidas Guibas"
165,Coaching a Teachable Student,"Jimuyang Zhang, Zanming Huang, Eshed Ohn-Bar"
166,RealImpact: A Dataset of Impact Sound Fields for Real Objects,"Samuel Clarke, Ruohan Gao, Mason Wang, Mark Rau, Julia Xu, Jui-Hsien Wang, Doug L. James, Jiajun Wu"
